index,input_text,given_label
3141,would not it be funny if it was a wetback run place that denied the nigtranny fried chicken in harlem it would be racist fan fiction come true if it was trump could gaslight shitlibs into covering the story to break the coalition of the fringes <user>,1.0
1228,i d also like to see the same applied to our own lazy white underclass too much bigger drain on benefit resources than islam and blacks combined due to sheer number have no decent british values refuse to work and breed like fooking rabbits,1.0
2281,have you proven your gender yet nice profile pic by the way oh im a nigger too,0.6666666666666666
861,good question if i have not eaten already i would of been triggered into getting one right now however that can wait tomorrow mm the one pizza you know a sand nigger will not make touch,1.0
3219,<user> i hate that dykes think that fems with a child or with children are looking to be saved i hate that,0.6666666666666666
1227,<user> well that the primary reason but it mostly supported by the fact that niggers never keep the same energy all words no action,1.0
1023,i heard this filthy kike on the lars larsen show yesterday he one of bibi right hand guys apparently,1.0
4777,telling bitches you gon eat em out amp lying about it jus so they got another reason to come over gt ;>>,0.6666666666666666
3861,if it been done i am unaware of it i have always wondered what would happen if a gay person called up a mohammedan baker and requested a cake be made,0.6666666666666666
1797,what happened to its all so tiresome did you filthy kikes ban him too thankyou for giving me all the evidence i need to now publish the documentary about gab to kike infested fraud it is,0.6666666666666666
72,you d think a gay gym would have whatever equipment required to work the rear end,0.6666666666666666
2389,when your government is more concerned with not hurting illegal immigrants sensibilities than protecting your person family or property from said immigrants you do not have a government your have an enemy,1.0
2453,yeah but what the f happened to them alu snack bar or some nonsense like that we can only expect the the mussie call to prayer now all,1.0
6374,no he has two his dyke wife lost and pissed off the new leftist leader barack hussein obama,1.0
4954,facts are facts deal with them forsake jesus kike and return to the gods of your ancestors,1.0
3357,this is a really interesting excerpt from planet faggot but back on the real world it pretty obvious you are a kike shill trying to pilpul your way out of humiliation very talmudic of you bro check with your local rabbis for help to avoid this beatdown next time,1.0
3399,white cop walking through ghetto halt right there stop trying to build wakanda black person pew pew pew,0.6666666666666666
1347,<user> <user> lol here the other crazy bitch go read the other tweet ma am,1.0
3654,hopefully either prince harry or that filthy nigger bitch will drop dead before the wedding either one is fine though him dying would make a nice portrait of punishment any prince of england who would marry a nigger does not deserve to be prince of england,0.6666666666666666
3867,a lot you hoes ain t lady like then wonder why you can not find a man you a slut nigga like sluts but just to fuck nun else,1.0
4291,now i am angry took out on this nigger while it his first day at work <sad>,0.6666666666666666
768,fuck the taxis they are all run by ignorant towel heads anyway i do not use or like uber but i do see many white people driving for them,1.0
959,cuz she is a dumb whore who wanted the moslem filth in her country in the first place she deserved to die,1.0
4973,i am a disgusting fucking kike who works for the msm sued his own mother and paid for some weird porn shit so i do not have to worry about rules,1.0
2504,<user> <user> you ’ re a birther and an illegal move back to your shithole country,1.0
1167,people who use gab are nazi people who voted for trump are nazi delete uber or your a nazi hm installing uber now had i never actually studied the history that these retarded extremist leftist obviously did not i would be convinced that these nazi fellows were pretty awesome guys,1.0
5109,because this is a free speech platform and what i have posted to gab would not be considered doxing even by twitter standards if you guys can not take the heat then get out of the fucking kitchen your bitch ass friend wanted war and he got it get ready to lose faggot,1.0
2294,from time you see a ghetto yute in formal wear just know they bouta go to court or funeral,1.0
4088,<user> you killed it man great job verbally shoving that kike in the oven you are a fucking hero,1.0
4547,it time for that nigger hobbit valerie jarrett to be taught life hardest lessons,1.0
5993,fuck you dishonest nazi mixing in the arabs and muslims will not save your face you are siding with isis against kurdistan and israel fuck you,1.0
6226,white devils like it i am drinking coffee brought to me by white devils sidekicks,0.6666666666666666
2222,countering disinformation and propaganda act law like anyone in a fucking million years believes that will actually apply to the msm disinfo propagandists this fucking nigger,1.0
858,hackney south not quite so nigger these days more turk turds sorry kurds but hackney north with diane abacus is black in the main,1.0
1859,the only real nazi is george soros and he is currently using ngo to flood europe with 3 rd world peoples he funds antifa he funds womens groups he is very anti white you d think the nazis were pro white based on the context of the insult,1.0
4632,my point is are you gonna defend the usa and your property from the jews yes or no,1.0
6250,oh donny and i thouth we were engage to be married what a shame are you muslim do you realy can afford more then <number> wifey,1.0
5804,i believe the us military is compromised and our enemy why jews own,1.0
1485,you repost that faggot jew milo and moly jew again i might just stab you on twitter myself,1.0
5375,by the number of beaners in the background i suggest not eating the food there love the shirt tho,1.0
2865,seven bitches with me and ain t none of them mediocre from they head to they toes they so far from mediocre hadi yallah ananızı sikerim,1.0
6469,<user> lol niggers mess with operating systems dwg this ain t nothing,1.0
4918,once you realize those super gay shows like big bang theory have jews as the main cast they become funny for a completely different reason than they are intended to be they are funny because that how jew men look like faggot pussies,1.0
326,we are literally going to have this taken down eventually it one thing if you are a kike it another if you are a kike dog,1.0
683,shaun king is the whitest black supremacist in existence i will never understand how someone that retarded has been allowed mainstream exposure what even worse is his following composed almost entirely of dumb teenage girls who believe that racial dating preferences are racist,1.0
360,<user> lol nazi white trash is exactly like poor mexicans here theyre called colombias same balance of poor dumbness,1.0
4356,how is keeping schools open going to do ‘ more harm than good ’ this is a fucking pisstake,0.6666666666666666
3062,notice how slumdogharry mudwhoremarkle now do the inner city ghetto gigs marriage is pr so royals can stay in power when blacks become a majority they hope meanwhile they are happy to sacrifice us brits for diversity,1.0
3914,i hate a nigga with bitch ass tendencies lmfaoo u just got a extra leg u fuckin peon,1.0
3899,ok good people i am gabbed out sorry for porn i will remember from now on nsfw no sex for women i ve got add but i will try to remember no sex for women,0.6666666666666666
4635,more and more leftists are moving closer to center these days you would not know it by the msm though in order to keep the chaos going importing muslim fighters is now their main tactic they know that many demoncraps voted for trump and that they grow less relevant every day,1.0
1445,that kike jewess totally inbred only another piece of garbage would ever sleep with her,0.6666666666666666
3667,you can go free speech on your kike platforms like kikebook jews are not even human talmudic moloch worshiping christ killers,1.0
6636,look fuck you fuck the plane you flew in on fuck them shoes fuck those socks with the belt on it fuck yo gay ass fairy faggot accent 👀,0.6666666666666666
6555,can not believe bitches really be out here watching the absolute pile of trash that is gl*e <censored> it me i am bitches,0.6666666666666666
5474,yep retarded is now intellectual disability makes the retards proud,0.6666666666666666
4129,cristina laila retweeted jake tapper i guess all of obama ghetto rap star friends are better you know the guys who rap about raping pimping women selling drugs fakenews jake tapper ‏ potus invited sarahpalinusa to dinner and told her to bring some friends,0.6666666666666666
1910,is luke ford on a mission to infiltrate the altright to prove his kike conversion bona fides,1.0
1489,is expediency the benchmark for legitimacy with investigations your ability to bend reason has reached new heights and is now on par with nigger representatives in govt,1.0
1142,if someone comes to america legally but then loses their rights after commuting crimes which keeps them incarcerated in american prisons should not they also be deported since they are not protected by the constitution why fill up prisons with immigrants who did not come here for a better life cleanprisons,0.6666666666666666
506,be nice now we clearly know <user> ‍ does not fuck his mother he a father kinda gay uh guy maga presidenttrump triggered faggot dicklicker <user> ‍,1.0
1101,remember if you have a single jew at your x mass party you have to provide an alternative to free ham or he will sue san bernardino shows that if you have a single moslem people eating free ham can cause jihad,0.6666666666666666
3432,so the day that starbucks closed down so that they could reprogram train their employees to cater to shitskins where do you think the jews and their useful idiots went to get their daily brew or did they buy a k cup machine with a nintendo switch charging dock,1.0
5012,my fellow whites i have terrible news jews and niggers still exist,1.0
302,white men must change back to pre 1 9 6 0 when men married and raised their kids men worked at whatever job it took to make sure their family had a good life white men must reject ghetto morals and live for god family and america,0.6666666666666666
6147,dinesh d souza ‏ verified account <user> <number> m <number> minutes ago more why is the left supportive of a gay parade but not of a military parade,0.6666666666666666
4942,are they retarded or is there a guy on the inside who knew exactly what he was doing,1.0
2677,all of this news is extremely disconcerting maybe the list of eateries not kissing jihadi butt would be shorter we have black rifle coffee co maybe we need black rifle chicken burgers,1.0
388,that because the citizens are picking up the slack for the trash the muzzies don t pay for just generate,0.6666666666666666
2364,i agree except the jews do feel it in their interest to use america in never ending wars other than that i can not see how this benefits anyone,1.0
5956,winston was already an old hand at genociding whites at the behest of the jews to get out of personal debt by the time ww2 began he starved women and children in concentration camps deliberately during the second boer war in south africa,1.0
5327,do not be sucked into believing the nonsense that islam can be reformed into a lovely fluffy religion all muslims worship muhammed muhammed was a vile war mongering paedophile that cannot be changed,1.0
4740,so like how shaun king is a trans nigger this guys a trans sand nigger so shaun king the white version of uncle ruckus thinking he black and this guy the sand nigger variant,1.0
5018,<user> homosexuality was a disorder at one time until the queers pressured the shrinks to remove it clearly not science but political same difference here also sexual orientation means anything goes as satan wishes,1.0
5228,when you watch king like movies do they start off with a nigga cashing a bitch out at the gucci store 😂 😂 😂,1.0
3260,yeah it would have been so much better to let the nazis kill all the jews and all niggers and all the catholics and all the mud people and all the,1.0
868,when you choose to do the exact same thing as the queers and nogs are doing because you are retarded,1.0
6148,moslem syrian refugee studying at a uk uni politics no doubt we are paying wants to be a politician typical crooked parasite yeh to further the cause of moslems scum this is what multicul brings 1 st they are here cos workers needed then refugees then they are ruling us cleansing required,1.0
3927,rome coliseum death matches for public viewing opening us antifa sjw vs british police slap boxing till they cry main bout armed us black saggin dindu thugs vs machete wielding bomb enhanced muslim shitskins bouts continue until no participants left,1.0
4988,hold on waterparks gon have yung pinch for an opener a win for the niggers,1.0
4830,i just wish they did a star trek version of dune even the sand niggers are white,1.0
5306,boomer lol everyone i do not like is automatically a boomer i do not share a movement with a jew hiding in eastern europe also that sandnigger seed in your brain forfeits any status of german,1.0
4731,i am surprised twitter did not promote the nigger that did this what made twitter cuck to the right at the last minute the bitches,1.0
1836,gab removes the biggest political story in american history but keeps this retarded bitcoin crap up priorities bbviously bitcoin is far more important to the management than the entire top leadership of the fbi doj etc trying to overthrow the government and end our democracy sure hope everyone invested loses everything,1.0
6177,myanmar kicked rohinhya muslims out it is the only answer possible to these raping violent incestious pedophile sadistic retarded terrorists,1.0
4877,filthy nigger scum black violence black crime send them back to africa this week in black crime segregation now,1.0
2400,the jewish globalist elite have only imported a few million muslims to multiculturalize weaken america right now most all violence against lgbt is by black street criminals who are sometimes lgbt themselves and random as muslim grow i think we will start seeing organized attacks,1.0
2823,these pathetic european faggots are hopeless the muslim hordes have never left europe because someone asked nicely they left when europeans put their heads on pikes,1.0
4676,free speech yet he banned for his speech pretty gay if you ask me also that kike doug mackey is not right wing he a subversive antifa level faggot,1.0
6622,fooling autistic white guys into making a god of the market place was a heck of a trick,0.6666666666666666
96,right away the nigger goes to muh dik should be legal to decorate the city lampposts with these stupid animals,1.0
4509,<user> not sure what he ’ training there besides his retardiation ratio someone should tell him ^^,0.6666666666666666
